audit_id,audit_round,audit_status,ticker,company,company_en,company_cn,exchange,country,region,listing_market,priority,segment_id,segment,identity_listing_check,business_description_check,segment_assignment_check,market_data_check,listing_refresh_flag,evidence_label_now,source_hierarchy,first_audit_action,source_hint,open_note
C067,Round 2 - classification and business-description audit,Needs source check,688396.SS,华润微,China Resources Microelectronics,华润微,SSE STAR,China,Asia,A股,Important,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C068,Round 2 - classification and business-description audit,Needs source check,600460.SS,士兰微,Silan Microelectronics,士兰微,SSE,China,Asia,A股,Important,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C069,Round 1 - source-pack audit before analyst use,Needs source check,TSM / 2330.TW,TSMC,TSMC,,NYSE / TWSE,Taiwan,Asia,美股/台股,Core,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C070,Round 1 - source-pack audit before analyst use,Needs source check,2303.TW / UMC,United Microelectronics,United Microelectronics,,TWSE / NYSE,Taiwan,Asia,美股/台股,Core,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C071,Round 1 - source-pack audit before analyst use,Needs source check,0981.HK / 688981.SS,中芯国际,SMIC,中芯国际,HKEX / SSE STAR,China,Asia,A股/港股,Core,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C072,Round 1 - source-pack audit before analyst use,Needs source check,1347.HK / 688347.SS,华虹半导体,Hua Hong Semiconductor,华虹半导体,HKEX / SSE STAR,China,Asia,A股/港股,Core,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C073,Round 2 - classification and business-description audit,Needs source check,688249.SS,晶合集成,Nexchip Semiconductor,晶合集成,SSE STAR,China,Asia,A股,Important,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C074,Round 2 - classification and business-description audit,Needs source check,5347.TWO,Vanguard International Semiconductor,Vanguard International Semiconductor,,TPEx,Taiwan,Asia,台股,Important,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C075,Round 3 - universe hygiene / listing-status audit,Needs source check,6770.TW,Powerchip Semiconductor Manufacturing,Powerchip Semiconductor Manufacturing,,TWSE,Taiwan,Asia,台股,Watchlist,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,medium - watchlist identity and liquidity should be checked,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C076,Round 2 - classification and business-description audit,Needs source check,000990.KS,DB HiTek,DB HiTek,,KRX,South Korea,Asia,韩股,Important,foundry_idm,Foundry / IDM Manufacturing,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C077,Round 1 - source-pack audit before analyst use,Needs source check,6723.T,Renesas Electronics,Renesas Electronics,,TSE,Japan,Asia,日股,Core,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C078,Round 2 - classification and business-description audit,Needs source check,6963.T,ROHM,ROHM,,TSE,Japan,Asia,日股,Important,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C079,Round 1 - source-pack audit before analyst use,Needs source check,6758.T,Sony Group,Sony Group,,TSE,Japan,Asia,日股,Core,mobile_rf_connectivity,Mobile / RF / Connectivity,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C080,Round 1 - source-pack audit before analyst use,Needs source check,6526.T,Socionext,Socionext,,TSE,Japan,Asia,日股,Core,fabless_compute,Compute / AI / Logic Chips,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C081,Round 1 - source-pack audit before analyst use,Needs source check,IFX.DE,Infineon Technologies,Infineon Technologies,,Xetra,Germany,Europe,欧股,Core,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C082,Round 1 - source-pack audit before analyst use,Needs source check,STM,STMicroelectronics,STMicroelectronics,,NYSE / Euronext,Switzerland/France/Italy,Europe,美股,Core,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C083,Round 1 - source-pack audit before analyst use,Needs source check,TXN,Texas Instruments,Texas Instruments,,NASDAQ,United States,North America,美股,Core,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C084,Round 1 - source-pack audit before analyst use,Needs source check,ADI,Analog Devices,Analog Devices,,NASDAQ,United States,North America,美股,Core,analog_power,Analog / Power / Mixed Signal,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C085,Round 1 - source-pack audit before analyst use,Needs source check,ASML,ASML Holding,ASML Holding,,NASDAQ / Euronext,Netherlands,Europe,美股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C086,Round 1 - source-pack audit before analyst use,Needs source check,AMAT,Applied Materials,Applied Materials,,NASDAQ,United States,North America,美股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C087,Round 1 - source-pack audit before analyst use,Needs source check,LRCX,Lam Research,Lam Research,,NASDAQ,United States,North America,美股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C088,Round 1 - source-pack audit before analyst use,Needs source check,KLAC,KLA,KLA,,NASDAQ,United States,North America,美股,Core,process_control_test,Process Control / Test / Metrology,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C089,Round 1 - source-pack audit before analyst use,Needs source check,8035.T,Tokyo Electron,Tokyo Electron,,TSE,Japan,Asia,日股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C090,Round 1 - source-pack audit before analyst use,Needs source check,7735.T,SCREEN Holdings,SCREEN Holdings,,TSE,Japan,Asia,日股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C091,Round 1 - source-pack audit before analyst use,Needs source check,6146.T,DISCO,DISCO,,TSE,Japan,Asia,日股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C092,Round 1 - source-pack audit before analyst use,Needs source check,6920.T,Lasertec,Lasertec,,TSE,Japan,Asia,日股,Core,process_control_test,Process Control / Test / Metrology,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C093,Round 1 - source-pack audit before analyst use,Needs source check,6857.T,Advantest,Advantest,,TSE,Japan,Asia,日股,Core,process_control_test,Process Control / Test / Metrology,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C094,Round 1 - source-pack audit before analyst use,Needs source check,TER,Teradyne,Teradyne,,NASDAQ,United States,North America,美股,Core,process_control_test,Process Control / Test / Metrology,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C095,Round 1 - source-pack audit before analyst use,Needs source check,ASMI.AS,ASM International,ASM International,,Euronext Amsterdam,Netherlands,Europe,欧股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C096,Round 1 - source-pack audit before analyst use,Needs source check,BESI.AS,BE Semiconductor Industries,BE Semiconductor Industries,,Euronext Amsterdam,Netherlands,Europe,欧股,Core,osat_packaging,OSAT / Advanced Packaging,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C097,Round 1 - source-pack audit before analyst use,Needs source check,AIXA.DE,Aixtron,Aixtron,,Xetra,Germany,Europe,欧股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C098,Round 1 - source-pack audit before analyst use,Needs source check,SMHN.DE,SUSS MicroTec,SUSS MicroTec,,Xetra,Germany,Europe,欧股,Core,osat_packaging,OSAT / Advanced Packaging,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C099,Round 1 - source-pack audit before analyst use,Needs source check,ACMR,ACM Research,ACM Research,,NASDAQ,United States/China,North America/Asia,美股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C100,Round 1 - source-pack audit before analyst use,Needs source check,688012.SS,中微公司,AMEC,中微公司,SSE STAR,China,Asia,A股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C101,Round 1 - source-pack audit before analyst use,Needs source check,002371.SZ,北方华创,NAURA Technology,北方华创,SZSE,China,Asia,A股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C102,Round 1 - source-pack audit before analyst use,Needs source check,688072.SS,拓荆科技,Piotech,拓荆科技,SSE STAR,China,Asia,A股,Core,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C103,Round 2 - classification and business-description audit,Needs source check,688120.SS,华海清科,Hwatsing Technology,华海清科,SSE STAR,China,Asia,A股,Important,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C104,Round 2 - classification and business-description audit,Needs source check,688037.SS,芯源微,Kingsemi,芯源微,SSE STAR,China,Asia,A股,Important,wfe,Semicap Equipment,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C105,Round 2 - classification and business-description audit,Needs source check,300316.SZ,晶盛机电,Jingsheng Mechanical & Electrical,晶盛机电,SZSE,China,Asia,A股,Important,materials_wafers,Materials / Wafers / Chemicals / Gases,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
C106,Round 1 - source-pack audit before analyst use,Needs source check,ONTO,Onto Innovation,Onto Innovation,,NYSE,United States,North America,美股,Core,process_control_test,Process Control / Test / Metrology,CIQ security master + exchange/company IR ticker check,Latest annual report/10-K/20-F/IR company profile; confirm products and segment exposure,Reviewer to tie key_products/revenue_exposure to segment definition; label as inference until checked,ciq_refreshed,standard,inference / reported fact pending source tie-out,Tier 1 filings & company IR for facts; Tier 3 CIQ for market data/consensus; exchange for listing status,Confirm ticker/exchange/company identity; confirm business description; confirm segment assignment; refresh CIQ market-data fields,"Company filings/IR; exchange listing; CIQ refresh recommended; CIQ export refreshed 2026-06-22, mapping_status=matched, export_status=ok",
